game_result,turnovers,pass_cmp,pass_att,pass_yds,pass_td,rush_att,rush_yds,rush_td,rush_yds_per_att,tot_plays,tot_yds_per_play,first_down_pass,first_down_rush,first_down_penalty,first_down,penalty,penalty_yds,fumbles_lost,pass_int,havoc,game_loc,points_per_opp,average_field_start,power_success,second_level_yards,open_field_yards,line_yards,success_rate,explosiveness
L (6-20),4,21,36,173,0,32,119,0,3.7,70,4.2,9,9,1,19,6,55,1,3,0.178,0,1.2,70.5,0.75,34.0,16.0,99.0,0.357,0.88
L (31-38),0,24,49,327,1,26,159,3,6.1,65,7.5,14,5,2,21,5,50,0,0,0.07,1,4.43,71.2,0.6,27.0,87.0,62.0,0.4,1.75
W (73-7),1,29,41,524,6,33,143,3,4.3,74,9.0,20,11,1,32,7,65,1,0,0.576,1,6.0,61.3,0.8,35.0,5.0,76.0,0.667,1.32
W (48-23),0,10,28,251,1,37,299,5,8.1,56,9.8,8,11,0,19,5,40,0,0,0.158,1,4.36,57.3,0.857,63.0,130.0,144.0,0.561,1.64
W (55-49),0,26,19,389,4,49,317,3,6.5,88,8.0,16,16,0,32,11,121,0,0,0.133,1,5.86,75.5,0.8,72.0,98.0,158.0,0.489,1.61
W (28-21),2,10,36,202,1,56,223,3,4.0,73,5.8,7,11,3,21,11,66,0,2,0.232,0,4.67,73.2,1.0,66.0,59.0,158.0,0.425,1.22
W (38-35),0,24,39,387,2,33,131,3,4.0,66,7.8,16,7,3,26,8,61,0,0,0.115,1,6.43,85.8,0.8,43.0,18.0,84.0,0.522,1.28
W (17-7),0,14,64.0,96,1,49,211,1,4.3,75,4.1,5,15,2,22,6,30,0,0,0.104,0,4.25,71.0,1.0,65.0,44.0,163.0,0.427,0.98
W (28-7),2,17,34,175,0,30,199,3,6.6,64,5.8,9,8,0,17,7,45,2,0,0.145,1,3.33,67.2,1.0,49.0,78.0,88.0,0.406,1.43
W (38-14),0,15,21,219,0,40,268,5,6.7,60,8.1,12,13,0,25,1,15,0,0,0.234,1,6.33,72.3,0.6,47.0,61.0,109.0,0.612,1.18
W (24-3),1,4,75.0,107,2,30,194,1,6.5,42,7.2,2,7,3,12,6,33,0,1,0.214,1,3.33,69.6,0.5,31.0,107.0,71.0,0.286,1.93
L (0-23),1,12,67.6,151,0,21,51,0,2.4,49,4.1,5,2,2,9,10,82,0,1,0.12,0,0.0,75.0,0.0,18.0,9.0,30.0,0.25,1.18
L (45-47),0,17,44.4,200,3,43,179,3,4.2,72,5.3,12,10,0,22,8,83,0,0,0.167,0,7.0,66.6,1.0,37.0,27.0,128.0,0.429,1.38
W (30-19),1,20,33.3,248,2,30,69,1,2.3,67,4.7,9,4,4,17,8,79,0,1,0.254,1,4.29,60.9,0.5,9.0,1.0,63.0,0.338,1.46
W (44-14),1,18,31,241,1,20,113,2,5.7,51,6.9,10,5,2,17,7,51,0,1,0.231,1,4.29,70.4,1.0,11.0,29.0,45.0,0.4,1.49
W (35-3),3,16,38,315,3,22,135,2,6.1,48,9.4,9,7,2,18,5,45,2,1,0.368,1,5.25,70.6,0.0,26.0,99.0,10.0,0.475,2.01
W (33-14),0,9,26,69,1,36,329,3,9.1,55,7.2,7,11,4,22,3,25,0,0,0.22,1,4.5,67.2,1.0,60.0,175.0,138.0,0.429,1.37
L (21-38),3,14,29,120,2,31,181,1,5.8,58,5.2,5,12,2,19,14,122,1,2,0.134,1,3.5,70.2,0.667,53.0,46.0,108.0,0.411,1.06
W (24-3),0,15,19,161,2,29,110,0,3.8,54,5.0,8,4,2,14,6,45,0,0,0.175,0,4.25,65.4,0.667,29.0,16.0,72.0,0.358,1.27
L (14-17),3,17,26,171,1,27,122,1,4.5,61,4.8,10,4,3,17,7,52,2,1,0.183,0,4.67,75.8,1.0,27.0,44.0,97.0,0.383,1.15
W (42-17),0,22,28,276,3,35,197,3,5.6,63,7.5,14,12,1,27,9,76,0,0,0.304,0,6.0,68.8,0.5,50.0,38.0,113.0,0.582,1.29
W (26-9),2,14,26,284,1,32,191,2,6.0,62,7.7,10,10,0,20,4,40,0,2,0.169,1,4.0,78.9,0.667,45.0,46.0,115.0,0.5,1.3
W (21-7),1,15,30,227,1,36,131,2,3.6,62,5.8,10,5,0,15,11,100,0,1,0.18,1,3.5,66.9,0.667,43.0,51.0,74.0,0.355,1.72
W (36-24),1,16,34,282,3,28,133,0,4.8,54,7.7,12,6,1,19,11,95,1,0,0.169,1,4.6,63.8,0.0,52.0,20.0,89.0,0.5,1.31
W (26-19),2,12,26,223,1,46,195,2,4.2,71,5.9,12,12,1,25,4,50,2,0,0.19,0,3.86,71.4,1.0,48.0,30.0,143.0,0.507,1.01
L (20-22),3,16,28,169,0,40,148,2,3.7,73,4.3,9,12,1,22,8,65,1,2,0.151,1,4.0,78.2,1.0,58.0,41.0,130.0,0.425,1.08
W (35-10),1,20,26,226,2,40,221,3,5.5,66,6.8,9,12,2,23,7,56,0,1,0.132,1,5.0,66.7,1.0,50.0,48.0,111.0,0.548,1.1
W (30-27),0,23,19,356,2,28,74,1,2.6,64,6.7,15,3,2,20,6,40,0,0,0.149,1,3.83,72.6,0.333,7.0,0.0,42.0,0.429,1.24
W (38-21),1,33,36,395,4,34,137,1,4.0,75,7.1,21,6,1,28,9,75,1,0,0.176,0,5.43,69.5,0.6,32.0,22.0,85.0,0.493,1.42
W (38-21),1,20,25,214,2,38,118,2,3.1,68,4.9,11,6,4,21,6,65,0,1,0.232,0,4.63,60.9,0.667,23.0,26.0,76.0,0.403,1.22
L (21-30),2,14,41,212,1,34,151,1,4.4,64,5.7,8,11,2,21,8,49,0,2,0.169,0,4.0,77.6,0.8,44.0,34.0,120.0,0.444,1.32
W (33-31),0,20,47,331,1,32,177,2,5.5,68,7.5,12,8,1,21,7,60,0,0,0.156,1,3.8,72.5,0.667,29.0,67.0,92.0,0.409,1.48
W (24-11),0,15,23,165,1,30,105,2,3.5,53,5.1,5,7,1,13,5,37,0,0,0.2,1,4.25,66.6,0.0,26.0,31.0,50.0,0.321,1.44
W (31-7),0,13,26,193,1,52,231,2,4.4,73,5.8,7,15,1,23,5,35,0,0,0.355,1,3.43,73.0,1.0,48.0,25.0,130.0,0.483,1.18
L (7-21),1,13,21,141,1,32,57,0,1.8,63,3.1,5,5,4,14,4,20,0,1,0.274,0,0.0,74.6,0.75,15.0,10.0,63.0,0.279,1.07
W (34-32),1,14,17,235,3,47,247,1,5.3,70,6.9,8,12,3,23,8,50,0,1,0.172,0,3.86,72.0,0.2,66.0,72.0,148.0,0.478,1.41
W (55-3),0,19,31,161,4,49,352,3,7.2,77,6.7,11,13,2,26,6,50,0,0,0.308,1,4.1,58.1,0.0,44.0,68.0,121.0,0.463,1.22
L (18-42),2,31,22,320,2,37,118,0,3.2,90,4.9,15,11,0,26,7,55,0,2,0.204,0,2.83,77.5,1.0,24.0,4.0,81.0,0.349,1.37
W (49-13),1,23,33,212,2,52,287,5,5.5,85,5.9,11,18,0,29,4,35,1,0,0.421,1,6.13,69.2,0.714,66.0,37.0,160.0,0.594,0.92
L (16-29),1,20,33,287,2,30,100,0,3.3,64,6.0,11,6,0,17,10,79,0,1,0.119,0,2.83,68.5,0.667,31.0,6.0,80.0,0.313,1.78
W (20-13),1,11,58.8,100,1,49,232,0,4.7,71,4.7,7,10,3,20,12,115,0,1,0.167,1,1.63,67.1,0.6,68.0,54.0,96.0,0.368,1.29
W (33-27),0,17,54.5,227,1,47,254,2,5.4,67,7.2,9,14,1,24,9,70,0,0,0.095,0,3.71,72.6,0.667,56.0,77.0,150.0,0.537,1.11
L (10-38),0,17,22,147,0,25,130,1,5.2,55,5.0,7,6,0,13,3,20,0,0,0.121,1,1.0,70.5,1.0,20.0,66.0,53.0,0.417,1.28
W (39-34),1,18,31,247,3,34,227,1,6.7,65,7.3,9,11,1,21,7,59,0,1,0.085,0,4.0,70.7,0.75,47.0,72.0,125.0,0.541,1.09
W (21-14),1,13,34,238,1,39,184,2,4.7,62,6.8,10,10,0,20,6,50,0,1,0.197,1,3.5,76.4,1.0,35.0,23.0,133.0,0.525,1.19
W (13-10),3,21,23,286,1,29,20,0,0.7,64,4.8,11,4,3,18,10,81,1,2,0.214,0,1.86,69.0,0.4,14.0,2.0,46.0,0.375,1.37
L (21-38),3,29,21,350,1,33,80,2,2.4,85,5.1,18,5,5,28,5,25,1,2,0.136,0,1.75,73.6,0.8,24.0,22.0,86.0,0.429,1.13
W (34-3),0,12,35,151,1,38,231,4,6.1,51,7.5,8,8,1,17,6,50,0,0,0.132,1,5.83,66.0,1.0,44.0,103.0,92.0,0.513,1.53
W (38-31),1,24,24,308,3,34,162,2,4.8,71,6.6,17,7,2,26,4,50,0,1,0.138,0,5.17,75.3,0.667,33.0,36.0,102.0,0.521,1.21
L (6-16),1,14,52,111,0,34,77,0,2.3,70,2.7,6,4,0,10,5,48,0,1,0.185,1,2.0,70.1,0.0,30.0,45.0,65.0,0.261,0.9
W (38-6),0,26,43,283,3,36,166,2,4.6,79,5.7,13,13,4,30,6,54,0,0,0.156,1,5.43,71.9,1.0,22.0,17.0,80.0,0.528,1.16
W (42-14),0,19,36,342,1,31,119,4,3.8,61,7.6,13,6,1,20,7,80,0,0,0.153,1,4.67,71.3,0.6,30.0,51.0,84.0,0.483,1.62
W (44-17),0,24,30,352,5,23,120,1,5.2,57,8.3,13,7,0,20,4,15,0,0,0.236,1,5.0,60.4,0.0,10.0,31.0,20.0,0.447,2.13
L (24-27),1,28,36,287,2,29,93,1,3.2,69,5.5,16,5,1,22,5,60,1,0,0.167,1,4.0,73.9,1.0,31.0,20.0,97.0,0.426,1.11
L (15-51),4,31,34,283,2,16,-49,0,-3.1,58,4.0,11,0,4,15,4,45,2,2,0.063,1,4.67,73.3,0.0,4.0,0.0,0.0,0.372,1.25
L (24-31),3,21,41,247,0,33,15,3,0.5,64,4.1,13,3,1,17,6,35,1,2,0.119,1,6.0,81.4,0.556,8.0,0.0,66.0,0.397,1.27
W (39-35),1,32,45,371,4,37,116,1,3.1,82,5.9,18,8,1,27,7,66,0,1,0.167,0,5.43,71.5,0.429,28.0,29.0,84.0,0.469,1.31
W (29-0),0,32,39,281,2,34,69,0,2.0,83,4.2,16,6,2,24,9,53,0,0,0.415,0,2.44,56.8,1.0,23.0,10.0,77.0,0.463,1.0
W (27-9),2,26,49,269,2,25,141,1,5.6,59,6.9,12,6,1,19,3,35,0,2,0.388,1,2.6,73.2,1.0,18.0,88.0,50.0,0.462,1.41
W (37-32),0,23,34,310,2,40,151,3,3.8,80,5.8,15,10,3,28,5,50,0,0,0.113,0,6.2,69.8,1.0,31.0,40.0,105.0,0.41,1.41
W (37-30),1,25,34,303,1,29,138,2,4.8,69,6.4,17,5,1,23,1,15,0,1,0.163,1,4.6,67.1,0.333,31.0,51.0,80.0,0.435,1.43
L (17-25),1,18,46,195,0,19,34,2,1.8,51,4.5,8,3,2,13,2,10,1,0,0.127,1,3.4,67.8,0.5,16.0,5.0,52.0,0.353,1.24
W (52-10),0,24,34,277,6,29,134,1,4.6,63,6.5,13,9,5,27,9,88,0,0,0.425,1,5.78,60.5,1.0,28.0,40.0,79.0,0.522,1.57
W (27-10),1,15,58.5,193,2,33,209,1,6.3,58,6.9,7,9,0,16,7,50,1,0,0.297,1,3.33,71.8,0.667,34.0,160.0,101.0,0.466,1.24
L (20-26),1,14,80.0,239,1,35,67,1,1.9,60,5.1,8,5,3,16,4,20,0,1,0.254,1,3.33,70.5,0.667,13.0,0.0,96.0,0.339,1.18
W (30-17),0,20,60.0,249,1,40,105,2,2.6,70,5.1,9,8,2,19,2,15,0,0,0.295,1,3.29,68.2,0.667,20.0,24.0,75.0,0.329,1.43
